"Trends","Search volume","Started","Ended","Trend breakdown","Explore link"
"david warner cricket","500+","23 October 2024 at 16:20:00 UTC+5:30","23 October 2024 at 18:20:00 UTC+5:30","david warner cricket","https://trends.google.com/trends/explore?q=david%20warner%20cricket&geo=IN&hl=en-GB"
"kiran abbavaram","200+","27 October 2024 at 19:50:00 UTC+5:30","27 October 2024 at 21:00:00 UTC+5:30","kiran abbavaram","https://trends.google.com/trends/explore?q=kiran%20abbavaram&geo=IN&hl=en-GB"
"mateusz rębecki","200+","26 October 2024 at 22:30:00 UTC+5:30","26 October 2024 at 23:40:00 UTC+5:30","mateusz rębecki","https://trends.google.com/trends/explore?q=mateusz%20r%C4%99becki&geo=IN&hl=en-GB"
"25 अक्टूबर का इतिहास","500+","25 October 2024 at 23:10:00 UTC+5:30","26 October 2024 at 01:10:00 UTC+5:30","25 अक्टूबर का इतिहास","https://trends.google.com/trends/explore?q=25%20%E0%A4%85%E0%A4%95%E0%A5%8D%E0%A4%9F%E0%A5%82%E0%A4%AC%E0%A4%B0%20%E0%A4%95%E0%A4%BE%20%E0%A4%87%E0%A4%A4%E0%A4%BF%E0%A4%B9%E0%A4%BE%E0%A4%B8&geo=IN&hl=en-GB"
"weather ranchi","200+","27 October 2024 at 06:00:00 UTC+5:30","27 October 2024 at 08:50:00 UTC+5:30","weather ranchi","https://trends.google.com/trends/explore?q=weather%20ranchi&geo=IN&hl=en-GB"
"wizards vs celtics","200+","25 October 2024 at 06:50:00 UTC+5:30","25 October 2024 at 09:00:00 UTC+5:30","wizards vs celtics","https://trends.google.com/trends/explore?q=wizards%20vs%20celtics&geo=IN&hl=en-GB"
"kpsc","1K+","25 October 2024 at 12:00:00 UTC+5:30","25 October 2024 at 12:50:00 UTC+5:30","kpsc","https://trends.google.com/trends/explore?q=kpsc&geo=IN&hl=en-GB"
"today share market","200+","28 October 2024 at 09:30:00 UTC+5:30","28 October 2024 at 10:30:00 UTC+5:30","today share market","https://trends.google.com/trends/explore?q=today%20share%20market&geo=IN&hl=en-GB"
"patna high court","500+","28 October 2024 at 20:00:00 UTC+5:30","28 October 2024 at 20:30:00 UTC+5:30","patna high court","https://trends.google.com/trends/explore?q=patna%20high%20court&geo=IN&hl=en-GB"
"chhath geet","100+","29 October 2024 at 05:10:00 UTC+5:30","29 October 2024 at 06:00:00 UTC+5:30","chhath geet","https://trends.google.com/trends/explore?q=chhath%20geet&geo=IN&hl=en-GB"
"लॉरेंस बिश्नोई","200+","26 October 2024 at 05:30:00 UTC+5:30","26 October 2024 at 15:10:00 UTC+5:30","लॉरेंस बिश्नोई","https://trends.google.com/trends/explore?q=%E0%A4%B2%E0%A5%89%E0%A4%B0%E0%A5%87%E0%A4%82%E0%A4%B8%20%E0%A4%AC%E0%A4%BF%E0%A4%B6%E0%A5%8D%E0%A4%A8%E0%A5%8B%E0%A4%88&geo=IN&hl=en-GB"
"pidilite share price","1K+","24 October 2024 at 09:20:00 UTC+5:30","24 October 2024 at 11:10:00 UTC+5:30","pidilite share price","https://trends.google.com/trends/explore?q=pidilite%20share%20price&geo=IN&hl=en-GB"
"times of israel","200+","26 October 2024 at 07:20:00 UTC+5:30","26 October 2024 at 09:30:00 UTC+5:30","times of israel","https://trends.google.com/trends/explore?q=times%20of%20israel&geo=IN&hl=en-GB"
"analogue paneer zomato","500+","23 October 2024 at 23:00:00 UTC+5:30","24 October 2024 at 04:30:00 UTC+5:30","analogue paneer zomato","https://trends.google.com/trends/explore?q=analogue%20paneer%20zomato&geo=IN&hl=en-GB"
"rashmika","200+","28 October 2024 at 04:30:00 UTC+5:30","28 October 2024 at 06:10:00 UTC+5:30","rashmika","https://trends.google.com/trends/explore?q=rashmika&geo=IN&hl=en-GB"
"देवी चित्रलेखा","500+","23 October 2024 at 19:50:00 UTC+5:30","23 October 2024 at 21:40:00 UTC+5:30","देवी चित्रलेखा","https://trends.google.com/trends/explore?q=%E0%A4%A6%E0%A5%87%E0%A4%B5%E0%A5%80%20%E0%A4%9A%E0%A4%BF%E0%A4%A4%E0%A5%8D%E0%A4%B0%E0%A4%B2%E0%A5%87%E0%A4%96%E0%A4%BE&geo=IN&hl=en-GB"
"joshua zirkzee","200+","25 October 2024 at 00:20:00 UTC+5:30","25 October 2024 at 03:10:00 UTC+5:30","joshua zirkzee","https://trends.google.com/trends/explore?q=joshua%20zirkzee&geo=IN&hl=en-GB"
"दुर्गा शक्ति नागपाल","200+","24 October 2024 at 03:00:00 UTC+5:30","24 October 2024 at 06:40:00 UTC+5:30","दुर्गा शक्ति नागपाल","https://trends.google.com/trends/explore?q=%E0%A4%A6%E0%A5%81%E0%A4%B0%E0%A5%8D%E0%A4%97%E0%A4%BE%20%E0%A4%B6%E0%A4%95%E0%A5%8D%E0%A4%A4%E0%A4%BF%20%E0%A4%A8%E0%A4%BE%E0%A4%97%E0%A4%AA%E0%A4%BE%E0%A4%B2&geo=IN&hl=en-GB"
"girona fc","200+","26 October 2024 at 23:40:00 UTC+5:30","27 October 2024 at 01:20:00 UTC+5:30","girona fc","https://trends.google.com/trends/explore?q=girona%20fc&geo=IN&hl=en-GB"
"मनु भाकर","100+","28 October 2024 at 07:10:00 UTC+5:30","28 October 2024 at 08:20:00 UTC+5:30","मनु भाकर","https://trends.google.com/trends/explore?q=%E0%A4%AE%E0%A4%A8%E0%A5%81%20%E0%A4%AD%E0%A4%BE%E0%A4%95%E0%A4%B0&geo=IN&hl=en-GB"
"indian hotels share price","200+","28 October 2024 at 09:40:00 UTC+5:30","28 October 2024 at 10:30:00 UTC+5:30","indian hotels share price","https://trends.google.com/trends/explore?q=indian%20hotels%20share%20price&geo=IN&hl=en-GB"
"gg engineering share price","200+","28 October 2024 at 09:40:00 UTC+5:30","28 October 2024 at 10:30:00 UTC+5:30","gg engineering share price","https://trends.google.com/trends/explore?q=gg%20engineering%20share%20price&geo=IN&hl=en-GB"
"rani rampal","500+","25 October 2024 at 08:00:00 UTC+5:30","25 October 2024 at 10:30:00 UTC+5:30","rani rampal","https://trends.google.com/trends/explore?q=rani%20rampal&geo=IN&hl=en-GB"
"nsp scholarship 2024","1K+","24 October 2024 at 12:00:00 UTC+5:30","24 October 2024 at 14:20:00 UTC+5:30","nsp scholarship 2024","https://trends.google.com/trends/explore?q=nsp%20scholarship%202024&geo=IN&hl=en-GB"
"serge gnabry","500+","24 October 2024 at 00:00:00 UTC+5:30","24 October 2024 at 02:30:00 UTC+5:30","serge gnabry","https://trends.google.com/trends/explore?q=serge%20gnabry&geo=IN&hl=en-GB"
"apple tv","200+","26 October 2024 at 06:30:00 UTC+5:30","26 October 2024 at 08:20:00 UTC+5:30","apple tv","https://trends.google.com/trends/explore?q=apple%20tv&geo=IN&hl=en-GB"
"sediqullah atal","500+","23 October 2024 at 22:20:00 UTC+5:30","24 October 2024 at 07:20:00 UTC+5:30","sediqullah atal","https://trends.google.com/trends/explore?q=sediqullah%20atal&geo=IN&hl=en-GB"
"ssc board","1K+","25 October 2024 at 08:30:00 UTC+5:30","25 October 2024 at 12:10:00 UTC+5:30","ssc board","https://trends.google.com/trends/explore?q=ssc%20board&geo=IN&hl=en-GB"
"nagarjuna","500+","26 October 2024 at 22:40:00 UTC+5:30","26 October 2024 at 23:40:00 UTC+5:30","nagarjuna","https://trends.google.com/trends/explore?q=nagarjuna&geo=IN&hl=en-GB"
"virgil van dijk","200+","27 October 2024 at 22:30:00 UTC+5:30","27 October 2024 at 23:30:00 UTC+5:30","virgil van dijk","https://trends.google.com/trends/explore?q=virgil%20van%20dijk&geo=IN&hl=en-GB"
"दो पत्ती","500+","25 October 2024 at 20:30:00 UTC+5:30","25 October 2024 at 23:00:00 UTC+5:30","दो पत्ती","https://trends.google.com/trends/explore?q=%E0%A4%A6%E0%A5%8B%20%E0%A4%AA%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A5%80&geo=IN&hl=en-GB"
"jules koundé","500+","24 October 2024 at 01:00:00 UTC+5:30","24 October 2024 at 03:30:00 UTC+5:30","jules koundé","https://trends.google.com/trends/explore?q=jules%20kound%C3%A9&geo=IN&hl=en-GB"
"gavi","200+","24 October 2024 at 01:20:00 UTC+5:30","24 October 2024 at 03:30:00 UTC+5:30","gavi","https://trends.google.com/trends/explore?q=gavi&geo=IN&hl=en-GB"
"jceceb","200+","26 October 2024 at 06:40:00 UTC+5:30","26 October 2024 at 09:20:00 UTC+5:30","jceceb","https://trends.google.com/trends/explore?q=jceceb&geo=IN&hl=en-GB"
"ladki","100+","28 October 2024 at 05:50:00 UTC+5:30","28 October 2024 at 06:50:00 UTC+5:30","ladki","https://trends.google.com/trends/explore?q=ladki&geo=IN&hl=en-GB"
"binance","500+","24 October 2024 at 03:30:00 UTC+5:30","24 October 2024 at 18:20:00 UTC+5:30","binance","https://trends.google.com/trends/explore?q=binance&geo=IN&hl=en-GB"
"kanifnath temple waqf board","500+","27 October 2024 at 20:00:00 UTC+5:30","27 October 2024 at 20:50:00 UTC+5:30","kanifnath temple waqf board,waqf board","https://trends.google.com/trends/explore?q=kanifnath%20temple%20waqf%20board&geo=IN&hl=en-GB"
"ceir","500+","24 October 2024 at 18:30:00 UTC+5:30","25 October 2024 at 08:50:00 UTC+5:30","ceir","https://trends.google.com/trends/explore?q=ceir&geo=IN&hl=en-GB"
"karanveer","500+","23 October 2024 at 23:10:00 UTC+5:30","24 October 2024 at 03:00:00 UTC+5:30","karanveer","https://trends.google.com/trends/explore?q=karanveer&geo=IN&hl=en-GB"
"उत्तर कोरियाई गुब्बारे","200+","25 October 2024 at 02:20:00 UTC+5:30","25 October 2024 at 06:40:00 UTC+5:30","उत्तर कोरियाई गुब्बारे","https://trends.google.com/trends/explore?q=%E0%A4%89%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%B0%20%E0%A4%95%E0%A5%8B%E0%A4%B0%E0%A4%BF%E0%A4%AF%E0%A4%BE%E0%A4%88%20%E0%A4%97%E0%A5%81%E0%A4%AC%E0%A5%8D%E0%A4%AC%E0%A4%BE%E0%A4%B0%E0%A5%87&geo=IN&hl=en-GB"
"islam makhachev","200+","27 October 2024 at 02:40:00 UTC+5:30","27 October 2024 at 05:40:00 UTC+5:30","islam makhachev","https://trends.google.com/trends/explore?q=islam%20makhachev&geo=IN&hl=en-GB"
"honeymoon island","500+","24 October 2024 at 22:10:00 UTC+5:30","24 October 2024 at 23:20:00 UTC+5:30","honeymoon island","https://trends.google.com/trends/explore?q=honeymoon%20island&geo=IN&hl=en-GB"
"jennifer hermoso","200+","29 October 2024 at 03:10:00 UTC+5:30","29 October 2024 at 03:30:00 UTC+5:30","jennifer hermoso","https://trends.google.com/trends/explore?q=jennifer%20hermoso&geo=IN&hl=en-GB"
"eisha singh","500+","29 October 2024 at 00:20:00 UTC+5:30","29 October 2024 at 00:40:00 UTC+5:30","eisha singh","https://trends.google.com/trends/explore?q=eisha%20singh&geo=IN&hl=en-GB"
"yahoo cricket","500+","24 October 2024 at 09:40:00 UTC+5:30","24 October 2024 at 11:10:00 UTC+5:30","yahoo cricket","https://trends.google.com/trends/explore?q=yahoo%20cricket&geo=IN&hl=en-GB"
"gta","500+","27 October 2024 at 16:10:00 UTC+5:30","27 October 2024 at 17:20:00 UTC+5:30","gta","https://trends.google.com/trends/explore?q=gta&geo=IN&hl=en-GB"
"utrecht vs feyenoord","200+","27 October 2024 at 17:00:00 UTC+5:30","27 October 2024 at 18:10:00 UTC+5:30","utrecht vs feyenoord","https://trends.google.com/trends/explore?q=utrecht%20vs%20feyenoord&geo=IN&hl=en-GB"
"foot","200+","27 October 2024 at 00:40:00 UTC+5:30","27 October 2024 at 01:50:00 UTC+5:30","foot","https://trends.google.com/trends/explore?q=foot&geo=IN&hl=en-GB"
"eden carson","1K+","24 October 2024 at 14:40:00 UTC+5:30","24 October 2024 at 15:30:00 UTC+5:30","eden carson","https://trends.google.com/trends/explore?q=eden%20carson&geo=IN&hl=en-GB"
"iphone 13 price","200+","27 October 2024 at 08:10:00 UTC+5:30","27 October 2024 at 17:30:00 UTC+5:30","iphone 13 price","https://trends.google.com/trends/explore?q=iphone%2013%20price&geo=IN&hl=en-GB"
"asteroid hits california","500+","26 October 2024 at 07:10:00 UTC+5:30","26 October 2024 at 09:10:00 UTC+5:30","asteroid hits california,asteroid hits california today","https://trends.google.com/trends/explore?q=asteroid%20hits%20california&geo=IN&hl=en-GB"
"shivsena ubt list","1K+","23 October 2024 at 19:20:00 UTC+5:30","23 October 2024 at 21:00:00 UTC+5:30","shivsena ubt list,ubt candidate list","https://trends.google.com/trends/explore?q=shivsena%20ubt%20list&geo=IN&hl=en-GB"
"world polio day","500+","24 October 2024 at 07:50:00 UTC+5:30","24 October 2024 at 11:20:00 UTC+5:30","world polio day","https://trends.google.com/trends/explore?q=world%20polio%20day&geo=IN&hl=en-GB"
"9","100+","29 October 2024 at 04:50:00 UTC+5:30","29 October 2024 at 06:50:00 UTC+5:30","9,up","https://trends.google.com/trends/explore?q=9&geo=IN&hl=en-GB"
"clippers vs suns","500+","24 October 2024 at 08:40:00 UTC+5:30","24 October 2024 at 11:40:00 UTC+5:30","clippers vs suns","https://trends.google.com/trends/explore?q=clippers%20vs%20suns&geo=IN&hl=en-GB"
"jamia millia islamia","500+","23 October 2024 at 23:10:00 UTC+5:30","24 October 2024 at 01:30:00 UTC+5:30","jamia millia islamia","https://trends.google.com/trends/explore?q=jamia%20millia%20islamia&geo=IN&hl=en-GB"
"shalini passi husband","500+","24 October 2024 at 00:00:00 UTC+5:30","24 October 2024 at 03:50:00 UTC+5:30","shalini passi husband","https://trends.google.com/trends/explore?q=shalini%20passi%20husband&geo=IN&hl=en-GB"
"laurus labs share price","200+","28 October 2024 at 09:30:00 UTC+5:30","28 October 2024 at 10:20:00 UTC+5:30","laurus labs share price","https://trends.google.com/trends/explore?q=laurus%20labs%20share%20price&geo=IN&hl=en-GB"
"बारिश कब होगी","200+","29 October 2024 at 05:40:00 UTC+5:30","29 October 2024 at 06:10:00 UTC+5:30","बारिश कब होगी,weather delhi,delhi weather","https://trends.google.com/trends/explore?q=%E0%A4%AC%E0%A4%BE%E0%A4%B0%E0%A4%BF%E0%A4%B6%20%E0%A4%95%E0%A4%AC%20%E0%A4%B9%E0%A5%8B%E0%A4%97%E0%A5%80&geo=IN&hl=en-GB"
"malmo ff","100+","29 October 2024 at 01:30:00 UTC+5:30","29 October 2024 at 02:30:00 UTC+5:30","malmo ff","https://trends.google.com/trends/explore?q=malmo%20ff&geo=IN&hl=en-GB"
"bharatpe","500+","25 October 2024 at 10:50:00 UTC+5:30","25 October 2024 at 12:20:00 UTC+5:30","bharatpe","https://trends.google.com/trends/explore?q=bharatpe&geo=IN&hl=en-GB"
"the rookie","200+","28 October 2024 at 01:50:00 UTC+5:30","28 October 2024 at 03:30:00 UTC+5:30","the rookie","https://trends.google.com/trends/explore?q=the%20rookie&geo=IN&hl=en-GB"
"olympics 2024","200+","27 October 2024 at 06:50:00 UTC+5:30","27 October 2024 at 10:10:00 UTC+5:30","olympics 2024","https://trends.google.com/trends/explore?q=olympics%202024&geo=IN&hl=en-GB"
"kick","200+","27 October 2024 at 00:40:00 UTC+5:30","27 October 2024 at 02:20:00 UTC+5:30","kick","https://trends.google.com/trends/explore?q=kick&geo=IN&hl=en-GB"
"al-wehda vs al-khaleej","500+","24 October 2024 at 23:00:00 UTC+5:30","25 October 2024 at 00:40:00 UTC+5:30","al-wehda vs al-khaleej","https://trends.google.com/trends/explore?q=al-wehda%20vs%20al-khaleej&geo=IN&hl=en-GB"
"karthik","200+","26 October 2024 at 22:10:00 UTC+5:30","26 October 2024 at 23:10:00 UTC+5:30","karthik","https://trends.google.com/trends/explore?q=karthik&geo=IN&hl=en-GB"
"super league kerala","200+","27 October 2024 at 21:10:00 UTC+5:30","27 October 2024 at 22:00:00 UTC+5:30","super league kerala","https://trends.google.com/trends/explore?q=super%20league%20kerala&geo=IN&hl=en-GB"
"ugo humbert","200+","28 October 2024 at 21:20:00 UTC+5:30","28 October 2024 at 21:50:00 UTC+5:30","ugo humbert","https://trends.google.com/trends/explore?q=ugo%20humbert&geo=IN&hl=en-GB"
"texmaco rail share price","200+","28 October 2024 at 09:40:00 UTC+5:30","28 October 2024 at 10:20:00 UTC+5:30","texmaco rail share price","https://trends.google.com/trends/explore?q=texmaco%20rail%20share%20price&geo=IN&hl=en-GB"
"moschip share price","500+","25 October 2024 at 09:30:00 UTC+5:30","25 October 2024 at 14:40:00 UTC+5:30","moschip share price","https://trends.google.com/trends/explore?q=moschip%20share%20price&geo=IN&hl=en-GB"
"woman of the hour","200+","25 October 2024 at 01:10:00 UTC+5:30","25 October 2024 at 05:00:00 UTC+5:30","woman of the hour","https://trends.google.com/trends/explore?q=woman%20of%20the%20hour&geo=IN&hl=en-GB"
"devara movie","200+","23 October 2024 at 20:40:00 UTC+5:30","23 October 2024 at 22:00:00 UTC+5:30","devara movie","https://trends.google.com/trends/explore?q=devara%20movie&geo=IN&hl=en-GB"
"alex de minaur","200+","26 October 2024 at 02:00:00 UTC+5:30","26 October 2024 at 04:10:00 UTC+5:30","alex de minaur","https://trends.google.com/trends/explore?q=alex%20de%20minaur&geo=IN&hl=en-GB"
"drishyam","200+","27 October 2024 at 19:30:00 UTC+5:30","27 October 2024 at 20:30:00 UTC+5:30","drishyam","https://trends.google.com/trends/explore?q=drishyam&geo=IN&hl=en-GB"
"jamal musiala","200+","24 October 2024 at 01:10:00 UTC+5:30","24 October 2024 at 03:40:00 UTC+5:30","jamal musiala","https://trends.google.com/trends/explore?q=jamal%20musiala&geo=IN&hl=en-GB"
"ente bhoomi","500+","24 October 2024 at 10:00:00 UTC+5:30","24 October 2024 at 11:40:00 UTC+5:30","ente bhoomi","https://trends.google.com/trends/explore?q=ente%20bhoomi&geo=IN&hl=en-GB"
"tobey maguire","200+","25 October 2024 at 00:30:00 UTC+5:30","25 October 2024 at 04:00:00 UTC+5:30","tobey maguire","https://trends.google.com/trends/explore?q=tobey%20maguire&geo=IN&hl=en-GB"
"rafael dos anjos","200+","26 October 2024 at 22:50:00 UTC+5:30","26 October 2024 at 23:50:00 UTC+5:30","rafael dos anjos","https://trends.google.com/trends/explore?q=rafael%20dos%20anjos&geo=IN&hl=en-GB"
"praj industries share price","200+","28 October 2024 at 09:40:00 UTC+5:30","28 October 2024 at 10:20:00 UTC+5:30","praj industries share price","https://trends.google.com/trends/explore?q=praj%20industries%20share%20price&geo=IN&hl=en-GB"
"ansu fati","200+","24 October 2024 at 01:20:00 UTC+5:30","24 October 2024 at 03:30:00 UTC+5:30","ansu fati","https://trends.google.com/trends/explore?q=ansu%20fati&geo=IN&hl=en-GB"
"रमनदीप सिंह","500+","23 October 2024 at 22:10:00 UTC+5:30","24 October 2024 at 07:40:00 UTC+5:30","रमनदीप सिंह","https://trends.google.com/trends/explore?q=%E0%A4%B0%E0%A4%AE%E0%A4%A8%E0%A4%A6%E0%A5%80%E0%A4%AA%20%E0%A4%B8%E0%A4%BF%E0%A4%82%E0%A4%B9&geo=IN&hl=en-GB"
"esports live","200+","27 October 2024 at 01:00:00 UTC+5:30","27 October 2024 at 02:00:00 UTC+5:30","esports live","https://trends.google.com/trends/explore?q=esports%20live&geo=IN&hl=en-GB"
"jsw infrastructure share price","200+","28 October 2024 at 09:40:00 UTC+5:30","28 October 2024 at 10:20:00 UTC+5:30","jsw infrastructure share price","https://trends.google.com/trends/explore?q=jsw%20infrastructure%20share%20price&geo=IN&hl=en-GB"
"patna high court","500+","24 October 2024 at 20:40:00 UTC+5:30","24 October 2024 at 21:50:00 UTC+5:30","patna high court","https://trends.google.com/trends/explore?q=patna%20high%20court&geo=IN&hl=en-GB"
"tristan stubbs","500+","24 October 2024 at 11:10:00 UTC+5:30","24 October 2024 at 12:00:00 UTC+5:30","tristan stubbs","https://trends.google.com/trends/explore?q=tristan%20stubbs&geo=IN&hl=en-GB"
"fenerbahce","200+","25 October 2024 at 01:30:00 UTC+5:30","25 October 2024 at 03:20:00 UTC+5:30","fenerbahce","https://trends.google.com/trends/explore?q=fenerbahce&geo=IN&hl=en-GB"
"nexon","500+","27 October 2024 at 13:00:00 UTC+5:30","27 October 2024 at 18:30:00 UTC+5:30","nexon","https://trends.google.com/trends/explore?q=nexon&geo=IN&hl=en-GB"
"alone","200+","27 October 2024 at 22:00:00 UTC+5:30","27 October 2024 at 22:50:00 UTC+5:30","alone","https://trends.google.com/trends/explore?q=alone&geo=IN&hl=en-GB"
"disney+ hotstar jiocinema merger","500+","23 October 2024 at 16:50:00 UTC+5:30","23 October 2024 at 18:20:00 UTC+5:30","disney+ hotstar jiocinema merger","https://trends.google.com/trends/explore?q=disney%2B%20hotstar%20jiocinema%20merger&geo=IN&hl=en-GB"
